"","country","year","regions","classification_context","freedom_dim_index_context","equality_dim_index_context","control_dim_index_context"
"31","Argentina",1989,"Latin America","Deficient Democracy",0.748071693491109,0.819338513279613,0.732069748777397
"32","Argentina",2000,"Latin America","Deficient Democracy",0.701961816724823,0.777581056389453,0.721612831879279
"33","Argentina",2001,"Latin America","Deficient Democracy",0.702692951475985,0.777759649992227,0.728753292419426
"34","Argentina",2002,"Latin America","Deficient Democracy",0.702325523509533,0.785514410026917,0.702171405437726
"35","Argentina",2003,"Latin America","Deficient Democracy",0.708254773594326,0.765094710484553,0.70301764692827
"36","Argentina",2004,"Latin America","Deficient Democracy",0.705125076596909,0.765094710484553,0.707824087331128
"37","Argentina",2005,"Latin America","Deficient Democracy",0.700277208289329,0.760244077996276,0.705548192529301
"38","Argentina",2006,"Latin America","Deficient Democracy",0.700335934111315,0.760659888108197,0.706343979174842
"39","Argentina",2007,"Latin America","Deficient Democracy",0.690370753232593,0.763581081830309,0.692601118405536
"40","Argentina",2008,"Latin America","Deficient Democracy",0.682670831830546,0.764123968139127,0.68317845846609
"41","Argentina",2009,"Latin America","Deficient Democracy",0.677474977596958,0.766502321756891,0.676689330638647
"42","Argentina",2010,"Latin America","Deficient Democracy",0.676839120274209,0.766766152609809,0.675138041421554
"43","Argentina",2011,"Latin America","Deficient Democracy",0.704271919222099,0.763659050365506,0.676895454716994
"44","Argentina",2012,"Latin America","Deficient Democracy",0.704524624363207,0.766953085519703,0.676430457863941
"45","Argentina",2013,"Latin America","Deficient Democracy",0.694794755990145,0.746982708228583,0.669405279193003
"46","Argentina",2014,"Latin America","Deficient Democracy",0.696141093546602,0.747027554155322,0.666564343997759
"47","Argentina",2015,"Latin America","Deficient Democracy",0.67361508736447,0.744062859833864,0.66043014999011
"48","Argentina",2016,"Latin America","Deficient Democracy",0.723741092402087,0.752049270505995,0.734088966280208
"49","Argentina",2017,"Latin America","Deficient Democracy",0.741579493102482,0.741202124600118,0.731940221336366
"50","Argentina",2018,"Latin America","Deficient Democracy",0.769673969476576,0.772740626565303,0.760623902977255
"51","Australia",1901,"North America incl. AUS+NZ","Deficient Democracy",0.820923710126431,0.665467396443144,0.883091259627873
"52","Australia",1902,"North America incl. AUS+NZ","Deficient Democracy",0.820923710126431,0.714706223137444,0.886444964204871
"53","Australia",1903,"North America incl. AUS+NZ","Deficient Democracy",0.822644209354481,0.719402018353249,0.900695019191238
"54","Australia",1904,"North America incl. AUS+NZ","Deficient Democracy",0.822644209354481,0.719402018353249,0.900695019191238
"55","Australia",1905,"North America incl. AUS+NZ","Deficient Democracy",0.822644209354481,0.719402018353249,0.900695019191238
"56","Australia",1906,"North America incl. AUS+NZ","Deficient Democracy",0.826813524099475,0.731557088051735,0.900573787332438
"57","Australia",1907,"North America incl. AUS+NZ","Deficient Democracy",0.826813524099475,0.731557088051735,0.900573787332438
"58","Australia",1908,"North America incl. AUS+NZ","Deficient Democracy",0.826813524099475,0.731557088051735,0.900573787332438
"59","Australia",1909,"North America incl. AUS+NZ","Deficient Democracy",0.826867083884046,0.731557088051735,0.900573787332438
"60","Australia",1910,"North America incl. AUS+NZ","Deficient Democracy",0.825982396187096,0.733563234271758,0.900563928213911
"61","Australia",1911,"North America incl. AUS+NZ","Deficient Democracy",0.825982396187096,0.733563234271758,0.900563928213911
"62","Australia",1912,"North America incl. AUS+NZ","Deficient Democracy",0.825982396187096,0.733563234271758,0.902735849766316
"63","Australia",1913,"North America incl. AUS+NZ","Deficient Democracy",0.826689243842897,0.733767750498372,0.903021291149724
"64","Australia",1914,"North America incl. AUS+NZ","Deficient Democracy",0.817523451735534,0.733776372153935,0.898949600765872
"65","Australia",1915,"North America incl. AUS+NZ","Deficient Democracy",0.81540045405716,0.733776372153935,0.898949600765872
"66","Australia",1916,"North America incl. AUS+NZ","Deficient Democracy",0.798505601176987,0.726191431247761,0.898949600765872
"67","Australia",1917,"North America incl. AUS+NZ","Deficient Democracy",0.773023412468212,0.721938744623325,0.890750833120796
"68","Australia",1918,"North America incl. AUS+NZ","Deficient Democracy",0.786859844383345,0.73746072007224,0.892167734874892
"69","Australia",1919,"North America incl. AUS+NZ","Deficient Democracy",0.820484367498687,0.740854706068209,0.903467184952361
"70","Australia",1920,"North America incl. AUS+NZ","Deficient Democracy",0.831087389564227,0.740854706068209,0.906082537078199
"71","Australia",1921,"North America incl. AUS+NZ","Deficient Democracy",0.831087389564227,0.740854706068209,0.906082537078199
"72","Australia",1922,"North America incl. AUS+NZ","Deficient Democracy",0.830561724560895,0.740162208458308,0.906566919963097
"73","Australia",1923,"North America incl. AUS+NZ","Deficient Democracy",0.830561724560895,0.740162208458308,0.906566919963097
"74","Australia",1924,"North America incl. AUS+NZ","Deficient Democracy",0.830561724560895,0.740162208458308,0.906566919963097
"75","Australia",1925,"North America incl. AUS+NZ","Deficient Democracy",0.830598387024333,0.740002803408841,0.906875254918807
"76","Australia",1926,"North America incl. AUS+NZ","Deficient Democracy",0.826576903112809,0.740002803408841,0.906875254918807
"77","Australia",1927,"North America incl. AUS+NZ","Deficient Democracy",0.826576903112809,0.740002803408841,0.906875254918807
"78","Australia",1928,"North America incl. AUS+NZ","Deficient Democracy",0.827073375113811,0.740281326283164,0.907051752423088
"79","Australia",1929,"North America incl. AUS+NZ","Deficient Democracy",0.827073375113811,0.740281326283164,0.907051752423088
"80","Australia",1930,"North America incl. AUS+NZ","Deficient Democracy",0.839535821325191,0.741479458296304,0.907051752423088
"81","Australia",1931,"North America incl. AUS+NZ","Deficient Democracy",0.852086863569666,0.741634839458023,0.906578805806073
"82","Australia",1932,"North America incl. AUS+NZ","Deficient Democracy",0.848095517483753,0.741634839458023,0.906578805806073
"83","Australia",1933,"North America incl. AUS+NZ","Deficient Democracy",0.848095517483753,0.741634839458023,0.906578805806073
"84","Australia",1934,"North America incl. AUS+NZ","Deficient Democracy",0.849019870150447,0.741471674362159,0.906479242615041
"85","Australia",1935,"North America incl. AUS+NZ","Deficient Democracy",0.849019870150447,0.741471674362159,0.906479242615041
"86","Australia",1936,"North America incl. AUS+NZ","Deficient Democracy",0.849019870150447,0.741471674362159,0.906479242615041
"87","Australia",1937,"North America incl. AUS+NZ","Deficient Democracy",0.848719989068815,0.741622870096992,0.906999855652384
"88","Australia",1938,"North America incl. AUS+NZ","Deficient Democracy",0.848719989068815,0.741622870096992,0.906999855652384
"89","Australia",1939,"North America incl. AUS+NZ","Deficient Democracy",0.827637552355414,0.741622870096992,0.903340389148458
"90","Australia",1940,"North America incl. AUS+NZ","Deficient Democracy",0.817246443969634,0.743760196190583,0.893103832483114
"91","Australia",1941,"North America incl. AUS+NZ","Deficient Democracy",0.81899888499851,0.743760196190583,0.893103832483114
"92","Australia",1942,"North America incl. AUS+NZ","Working Democracy",0.823506391935075,0.761778883693689,0.893103832483114
"93","Australia",1943,"North America incl. AUS+NZ","Working Democracy",0.823587931975732,0.761107295962394,0.89325102726983
"94","Australia",1944,"North America incl. AUS+NZ","Working Democracy",0.825378499407271,0.776532842488754,0.89325102726983
"95","Australia",1945,"North America incl. AUS+NZ","Working Democracy",0.826630899262736,0.77716449707797,0.89490648691784
"96","Australia",1946,"North America incl. AUS+NZ","Working Democracy",0.858126139632741,0.783054211173722,0.88679567006533
"97","Australia",1947,"North America incl. AUS+NZ","Working Democracy",0.86067889827502,0.783054211173722,0.88679567006533
"98","Australia",1948,"North America incl. AUS+NZ","Working Democracy",0.86067889827502,0.783054211173722,0.88679567006533
"99","Australia",1949,"North America incl. AUS+NZ","Working Democracy",0.859659451353615,0.782933156729516,0.886461989074333
"100","Australia",1950,"North America incl. AUS+NZ","Working Democracy",0.903696313107025,0.790145121745128,0.898904822460293
"101","Australia",1951,"North America incl. AUS+NZ","Working Democracy",0.897848917434681,0.790485908251364,0.901924142950008
"102","Australia",1952,"North America incl. AUS+NZ","Working Democracy",0.902446146087668,0.790485908251364,0.901924142950008
"103","Australia",1953,"North America incl. AUS+NZ","Working Democracy",0.902446146087668,0.790485908251364,0.901924142950008
"104","Australia",1954,"North America incl. AUS+NZ","Working Democracy",0.909663335591996,0.790730259739872,0.902213081006745
"105","Australia",1955,"North America incl. AUS+NZ","Working Democracy",0.909603977404654,0.792610662995882,0.902204718327318
"106","Australia",1956,"North America incl. AUS+NZ","Working Democracy",0.912863693794545,0.792610662995882,0.902204718327318
"107","Australia",1957,"North America incl. AUS+NZ","Working Democracy",0.912863693794545,0.792610662995882,0.902204718327318
"108","Australia",1958,"North America incl. AUS+NZ","Working Democracy",0.912704831414274,0.792726246186514,0.902315867442577
"109","Australia",1959,"North America incl. AUS+NZ","Working Democracy",0.912704831414274,0.792726246186514,0.902315867442577
"110","Australia",1960,"North America incl. AUS+NZ","Working Democracy",0.911942257168923,0.81476447948605,0.902283835311938
"111","Australia",1961,"North America incl. AUS+NZ","Working Democracy",0.911623006443724,0.814286453846822,0.901820697089039
"112","Australia",1962,"North America incl. AUS+NZ","Working Democracy",0.911623006443724,0.814286453846822,0.901820697089039
"113","Australia",1963,"North America incl. AUS+NZ","Working Democracy",0.91140422713294,0.817465981272758,0.901914287322945
"114","Australia",1964,"North America incl. AUS+NZ","Working Democracy",0.91047378034982,0.817465981272758,0.901914287322945
"115","Australia",1965,"North America incl. AUS+NZ","Working Democracy",0.91047378034982,0.817465981272758,0.901914287322945
"116","Australia",1966,"North America incl. AUS+NZ","Working Democracy",0.910741727460479,0.82372955775714,0.901944326477501
"117","Australia",1967,"North America incl. AUS+NZ","Working Democracy",0.913762312954262,0.83535530536469,0.901944326477501
"118","Australia",1968,"North America incl. AUS+NZ","Working Democracy",0.913762312954262,0.836823762504891,0.901944326477501
"119","Australia",1969,"North America incl. AUS+NZ","Working Democracy",0.913556653614629,0.836659575222981,0.903192989806975
"120","Australia",1970,"North America incl. AUS+NZ","Working Democracy",0.921046025166671,0.857048068975488,0.904783384630538
"121","Australia",1971,"North America incl. AUS+NZ","Working Democracy",0.921046025166671,0.857048068975488,0.904783384630538
"122","Australia",1972,"North America incl. AUS+NZ","Working Democracy",0.924838848209184,0.868084512060978,0.904955275462186
"123","Australia",1973,"North America incl. AUS+NZ","Working Democracy",0.924838848209184,0.878288317881161,0.904742096192493
"124","Australia",1974,"North America incl. AUS+NZ","Working Democracy",0.923171640028717,0.881755036611218,0.905026744565957
"125","Australia",1975,"North America incl. AUS+NZ","Working Democracy",0.923974056010263,0.883866926551817,0.905804496631638
"126","Australia",1976,"North America incl. AUS+NZ","Working Democracy",0.925215782464727,0.883432820422451,0.925211671232618
"127","Australia",1977,"North America incl. AUS+NZ","Working Democracy",0.925285204880524,0.88354192231388,0.925356049647683
"128","Australia",1978,"North America incl. AUS+NZ","Working Democracy",0.925285204880524,0.88354192231388,0.925356049647683
"129","Australia",1979,"North America incl. AUS+NZ","Working Democracy",0.925285204880524,0.88354192231388,0.925356049647683
"130","Australia",1980,"North America incl. AUS+NZ","Working Democracy",0.927115816667256,0.904796274717957,0.931759956451015
"131","Australia",1981,"North America incl. AUS+NZ","Working Democracy",0.927115816667256,0.904796274717957,0.931759956451015
"132","Australia",1982,"North America incl. AUS+NZ","Working Democracy",0.927115816667256,0.904796274717957,0.931759956451015
"133","Australia",1983,"North America incl. AUS+NZ","Working Democracy",0.927177895823417,0.908800538811037,0.932282743059987
"134","Australia",1984,"North America incl. AUS+NZ","Working Democracy",0.927155233363364,0.911495295987838,0.933245720433417
"135","Australia",1985,"North America incl. AUS+NZ","Working Democracy",0.927155233363364,0.910128791006652,0.933651226313182
"136","Australia",1986,"North America incl. AUS+NZ","Working Democracy",0.927114268483531,0.910128791006652,0.933651226313182
"137","Australia",1987,"North America incl. AUS+NZ","Working Democracy",0.92716310539612,0.913370950870142,0.933230951189697
"138","Australia",1988,"North America incl. AUS+NZ","Working Democracy",0.92716310539612,0.913370950870142,0.933230951189697
"139","Australia",1989,"North America incl. AUS+NZ","Working Democracy",0.92716310539612,0.913370950870142,0.933230951189697
"140","Australia",1990,"North America incl. AUS+NZ","Working Democracy",0.930029898824518,0.911159683406821,0.933195342948698
"141","Australia",1991,"North America incl. AUS+NZ","Working Democracy",0.930029898824518,0.913334175618638,0.933195342948698
"142","Australia",1992,"North America incl. AUS+NZ","Working Democracy",0.929999490253,0.913334175618638,0.933195342948698
"143","Australia",1993,"North America incl. AUS+NZ","Working Democracy",0.926647782940263,0.913357677906042,0.933409419186607
"144","Australia",1994,"North America incl. AUS+NZ","Working Democracy",0.926647782940263,0.913357677906042,0.933409419186607
"145","Australia",1995,"North America incl. AUS+NZ","Working Democracy",0.926647782940263,0.913357677906042,0.933409419186607
"146","Australia",1996,"North America incl. AUS+NZ","Working Democracy",0.924176279396376,0.912998077920524,0.933345369456305
"147","Australia",1997,"North America incl. AUS+NZ","Working Democracy",0.920728834720374,0.912998077920524,0.933345369456305
"148","Australia",1998,"North America incl. AUS+NZ","Working Democracy",0.921149444374988,0.913250109639488,0.933400270301429
"149","Australia",1999,"North America incl. AUS+NZ","Working Democracy",0.921149444374988,0.913250109639488,0.933400270301429
"150","Australia",2000,"North America incl. AUS+NZ","Working Democracy",0.924561675066765,0.913250109639488,0.933400270301429
"151","Australia",2001,"North America incl. AUS+NZ","Working Democracy",0.926390647427518,0.90177302430846,0.933151588239639
"152","Australia",2002,"North America incl. AUS+NZ","Working Democracy",0.926526855993349,0.901779867266734,0.933151588239639
"153","Australia",2003,"North America incl. AUS+NZ","Working Democracy",0.926526855993349,0.901779867266734,0.933151588239639
"154","Australia",2004,"North America incl. AUS+NZ","Working Democracy",0.929458304916024,0.901381352729016,0.933631931581933
"155","Australia",2005,"North America incl. AUS+NZ","Working Democracy",0.929825059047731,0.903721969468253,0.933631931581933
"156","Australia",2006,"North America incl. AUS+NZ","Working Democracy",0.929825059047731,0.90374868612181,0.933631931581933
"157","Australia",2007,"North America incl. AUS+NZ","Working Democracy",0.939081519315074,0.910582230768916,0.935183122047055
"158","Australia",2008,"North America incl. AUS+NZ","Working Democracy",0.940105230915959,0.910487984082635,0.935183122047055
"159","Australia",2009,"North America incl. AUS+NZ","Working Democracy",0.940105230915959,0.910320592101442,0.935183122047055
"160","Australia",2010,"North America incl. AUS+NZ","Working Democracy",0.952164538425184,0.926416280289696,0.942526837211831
"161","Australia",2011,"North America incl. AUS+NZ","Working Democracy",0.952164538425184,0.926629274124446,0.942526837211831
"162","Australia",2012,"North America incl. AUS+NZ","Working Democracy",0.952164538425184,0.928724487520368,0.942526837211831
"163","Australia",2013,"North America incl. AUS+NZ","Working Democracy",0.918759179152347,0.91756841290063,0.933494521777037
"164","Australia",2014,"North America incl. AUS+NZ","Working Democracy",0.919124434117121,0.917784406461764,0.93735084409346
"165","Australia",2015,"North America incl. AUS+NZ","Working Democracy",0.915977937802831,0.911559064730967,0.941236806816177
"166","Australia",2016,"North America incl. AUS+NZ","Working Democracy",0.920637080650325,0.912765083760129,0.940436573305917
"167","Australia",2017,"North America incl. AUS+NZ","Working Democracy",0.905673246780881,0.910247904379034,0.939480417452186
"168","Australia",2018,"North America incl. AUS+NZ","Working Democracy",0.9031697060864,0.898937168489376,0.931991029960625
"169","Austria",1920,"Europe","Deficient Democracy",0.772092800129821,0.735561640874804,0.733003965003531
"170","Austria",1921,"Europe","Deficient Democracy",0.774907516510656,0.710265771941725,0.732796013086335
"171","Austria",1922,"Europe","Deficient Democracy",0.774907516510656,0.710265771941725,0.732796013086335
"172","Austria",1923,"Europe","Deficient Democracy",0.775489932526455,0.715213784849835,0.732963735235596
"173","Austria",1924,"Europe","Deficient Democracy",0.76816438210904,0.715213784849835,0.732047349995928
"174","Austria",1925,"Europe","Deficient Democracy",0.769216849556369,0.715213784849835,0.732047349995928
"175","Austria",1926,"Europe","Deficient Democracy",0.7771773246609,0.715213784849835,0.732047349995928
"176","Austria",1927,"Europe","Deficient Democracy",0.767542425318589,0.735982927507203,0.733565947654682
"177","Austria",1928,"Europe","Deficient Democracy",0.76926099503205,0.734402695365974,0.733565947654682
"178","Austria",1929,"Europe","Deficient Democracy",0.768783325635645,0.73417464781865,0.733110442948604
"179","Austria",1930,"Europe","Deficient Democracy",0.737716171176381,0.706576033094974,0.712297170538667
"180","Austria",1931,"Europe","Deficient Democracy",0.737716171176381,0.706576033094974,0.712297170538667
"181","Austria",1932,"Europe","Deficient Democracy",0.735123523642913,0.706576033094974,0.712297170538667
"182","Austria",1945,"Europe","Deficient Democracy",0.762195999072094,0.84821650137138,0.674452032645976
"183","Austria",1946,"Europe","Deficient Democracy",0.798135277476321,0.845919987252872,0.722265897883525
"184","Austria",1947,"Europe","Deficient Democracy",0.798135277476321,0.845919987252872,0.722265897883525
"185","Austria",1948,"Europe","Deficient Democracy",0.798135277476321,0.846202654442296,0.737400476818309
"186","Austria",1949,"Europe","Deficient Democracy",0.799243047684751,0.845745880050054,0.737186746030547
"187","Austria",1950,"Europe","Deficient Democracy",0.800075455384678,0.845745880050054,0.737186746030547
"188","Austria",1951,"Europe","Deficient Democracy",0.801115359682004,0.84627354268736,0.737281365557022
"189","Austria",1952,"Europe","Deficient Democracy",0.801115359682004,0.84627354268736,0.737281365557022
"190","Austria",1953,"Europe","Deficient Democracy",0.800110998550166,0.845804230516679,0.736937281403366
"191","Austria",1954,"Europe","Deficient Democracy",0.800454579936259,0.845985812446982,0.737253734911775
"192","Austria",1955,"Europe","Deficient Democracy",0.80632133841856,0.845985812446982,0.737253734911775
"193","Austria",1956,"Europe","Deficient Democracy",0.869710746498535,0.86590414756051,0.748785794907007
"194","Austria",1957,"Europe","Deficient Democracy",0.867576018038135,0.86590414756051,0.748785794907007
"195","Austria",1958,"Europe","Deficient Democracy",0.86753236141109,0.865882361037364,0.748748115831623
"196","Austria",1959,"Europe","Deficient Democracy",0.867302363468877,0.865407993572968,0.748842691079051
"197","Austria",1960,"Europe","Deficient Democracy",0.871056642985768,0.866233661442342,0.752476695474911
"198","Austria",1961,"Europe","Deficient Democracy",0.871056642985768,0.866233661442342,0.752476695474911
"199","Austria",1962,"Europe","Deficient Democracy",0.871042771619566,0.866421037880151,0.752588535710342
"200","Austria",1963,"Europe","Deficient Democracy",0.877355813806708,0.869555142046086,0.758043059104945
"201","Austria",1964,"Europe","Deficient Democracy",0.877355813806708,0.871240033126842,0.758043059104945
"202","Austria",1965,"Europe","Deficient Democracy",0.869665086026324,0.871637953522115,0.757947393028184
"203","Austria",1966,"Europe","Deficient Democracy",0.877282185661323,0.871637953522115,0.770127939557541
"204","Austria",1967,"Europe","Deficient Democracy",0.877282185661323,0.871464397574033,0.771028838080846
"205","Austria",1968,"Europe","Deficient Democracy",0.877282185661323,0.871464397574033,0.771028838080846
"206","Austria",1969,"Europe","Deficient Democracy",0.877282185661323,0.871464397574033,0.771028838080846
"207","Austria",1970,"Europe","Working Democracy",0.88568648861408,0.87945230189777,0.809051183685652
"208","Austria",1971,"Europe","Working Democracy",0.885489404996647,0.894209317226376,0.808549507870682
"209","Austria",1972,"Europe","Working Democracy",0.888448125504667,0.894209317226376,0.808549507870682
"210","Austria",1973,"Europe","Working Democracy",0.887758894263902,0.901429940260381,0.816632860694795
"211","Austria",1974,"Europe","Working Democracy",0.888274800595331,0.904192160467922,0.816835342771489
"212","Austria",1975,"Europe","Working Democracy",0.888151263245656,0.902023318228295,0.816786747546796
"213","Austria",1976,"Europe","Working Democracy",0.890490561103493,0.909484002471959,0.818336107156404
"214","Austria",1977,"Europe","Working Democracy",0.890490561103493,0.910816169554318,0.818336107156404
"215","Austria",1978,"Europe","Working Democracy",0.890490561103493,0.910816169554318,0.82014760778643
"216","Austria",1979,"Europe","Working Democracy",0.889850380278566,0.910639965231601,0.820289484499803
"217","Austria",1980,"Europe","Working Democracy",0.887719106937944,0.911392362350913,0.828906457595821
"218","Austria",1981,"Europe","Working Democracy",0.894236382595792,0.913349890345773,0.839969221374045
"219","Austria",1982,"Europe","Working Democracy",0.894236382595792,0.913349890345773,0.839969221374045
"220","Austria",1983,"Europe","Working Democracy",0.894119208239552,0.914190879709161,0.839814515848879
"221","Austria",1984,"Europe","Working Democracy",0.894119208239552,0.914190879709161,0.841200710400605
"222","Austria",1985,"Europe","Working Democracy",0.894119208239552,0.916554734150778,0.841200710400605
"223","Austria",1986,"Europe","Working Democracy",0.894952133999971,0.91262475003374,0.842636764637453
"224","Austria",1987,"Europe","Working Democracy",0.895343086628558,0.912824064653121,0.850080855863472
"225","Austria",1988,"Europe","Working Democracy",0.894584172694263,0.912824064653121,0.84114069004112
"226","Austria",1989,"Europe","Working Democracy",0.896325260690178,0.912824064653121,0.84114069004112
"227","Austria",1990,"Europe","Working Democracy",0.898000091719009,0.912963117051059,0.839940005573785
"228","Austria",1991,"Europe","Working Democracy",0.898000091719009,0.912963117051059,0.839940005573785
"229","Austria",1992,"Europe","Working Democracy",0.898003925694436,0.909775259469276,0.839921220176676
"230","Austria",1993,"Europe","Working Democracy",0.895015892986379,0.909775259469276,0.839921220176676
"231","Austria",1994,"Europe","Working Democracy",0.894691684558469,0.910098469525705,0.839838727810092
"232","Austria",1995,"Europe","Working Democracy",0.893854148658472,0.918156078335463,0.847069504415875
"233","Austria",1996,"Europe","Working Democracy",0.902464408363107,0.918156078335463,0.847069504415875
"234","Austria",1997,"Europe","Working Democracy",0.902464408363107,0.918156078335463,0.847069504415875
"235","Austria",1998,"Europe","Working Democracy",0.902738941899266,0.917692491684761,0.846677533335298
"236","Austria",1999,"Europe","Working Democracy",0.902531390526089,0.917649798576044,0.846711344560217
"237","Austria",2000,"Europe","Working Democracy",0.901895030009192,0.91190327900564,0.869533214788533
"238","Austria",2001,"Europe","Working Democracy",0.90110698445726,0.911260763352691,0.868773445902608
"239","Austria",2002,"Europe","Working Democracy",0.900806798502124,0.911229367006786,0.868809557941316
"240","Austria",2003,"Europe","Working Democracy",0.901567497978844,0.911614036297591,0.869543236880233
"241","Austria",2004,"Europe","Working Democracy",0.90086266017333,0.910827207452329,0.869113868966385
"242","Austria",2005,"Europe","Working Democracy",0.90086266017333,0.910827207452329,0.869113868966385
"243","Austria",2006,"Europe","Working Democracy",0.90974641797432,0.916093519246526,0.871244033863894
"244","Austria",2007,"Europe","Working Democracy",0.910666755873154,0.918908692256837,0.878542225096091
"245","Austria",2008,"Europe","Working Democracy",0.909868826893241,0.918962205469826,0.878333665580633
"246","Austria",2009,"Europe","Working Democracy",0.910956992316898,0.917722598707283,0.878849589496667
"247","Austria",2010,"Europe","Working Democracy",0.91304538939997,0.919823668355895,0.879891296655207
"248","Austria",2011,"Europe","Working Democracy",0.91407907580874,0.919574734641305,0.879415107625594
"249","Austria",2012,"Europe","Working Democracy",0.913823425237213,0.918778650085845,0.880827240105987
"250","Austria",2013,"Europe","Working Democracy",0.903919555945739,0.91367338034714,0.87976225213973
"251","Austria",2014,"Europe","Working Democracy",0.903919555945739,0.914312359338311,0.879506000439798
"252","Austria",2015,"Europe","Working Democracy",0.902242352659082,0.914312359338311,0.878551735531417
"253","Austria",2016,"Europe","Working Democracy",0.877106231954996,0.911785336895392,0.864891744638202
"254","Austria",2017,"Europe","Working Democracy",0.883628396764299,0.896725497641845,0.878416003122907
"255","Austria",2018,"Europe","Working Democracy",0.861501559689584,0.862847325943133,0.850785655880913
"256","Barbados",1966,"Small island states","Deficient Democracy",0.730987400776895,0.742959230955751,0.733709727793366
"257","Barbados",1967,"Small island states","Deficient Democracy",0.778783935612207,0.759494659849634,0.746355234987028
"258","Barbados",1968,"Small island states","Deficient Democracy",0.778783935612207,0.759494659849634,0.746355234987028
"259","Barbados",1969,"Small island states","Deficient Democracy",0.778783935612207,0.759494659849634,0.762482466941904
"260","Barbados",1970,"Small island states","Deficient Democracy",0.779634729697943,0.775747368026007,0.762312681125445
"261","Barbados",1971,"Small island states","Deficient Democracy",0.779090007799355,0.775927932798925,0.762636296761886
"262","Barbados",1972,"Small island states","Deficient Democracy",0.789232505218513,0.780440769876699,0.775983347900834
"263","Barbados",1973,"Small island states","Deficient Democracy",0.784221650008367,0.780440769876699,0.775442796955715
"264","Barbados",1974,"Small island states","Deficient Democracy",0.784221650008367,0.780440769876699,0.775442796955715
"265","Barbados",1975,"Small island states","Deficient Democracy",0.784221650008367,0.780440769876699,0.775442796955715
"266","Barbados",1976,"Small island states","Deficient Democracy",0.786750846050575,0.780515649154446,0.778554373242329
"267","Barbados",1977,"Small island states","Deficient Democracy",0.75298139721193,0.780673391502933,0.778396018766547
"268","Barbados",1978,"Small island states","Deficient Democracy",0.786750846050575,0.780673391502933,0.778396018766547
"269","Barbados",1979,"Small island states","Deficient Democracy",0.786750846050575,0.780673391502933,0.778396018766547
"270","Barbados",1980,"Small island states","Deficient Democracy",0.791264255752363,0.789314568298441,0.778194629370181
